"method","rmse_theta","rmse_theta_R","rmse_theta_map","rmse_phi","rmse_B","coverage_B","width_B","perplexity","time","theta_kind","phi_init","iters_converged","converged","polish_n_converged","scenario","replicate","seed"
NA,0.0628698977898905,0.0628698977898905,0.0628698977898905,0.00616585674899944,1.23158237308435,0.0277777777777778,0.141056977652975,165.58698279211,45.5279335975647,"posterior","random",NA,NA,NA,"baseline",16,1765223653
"gscamm",0.158839694521907,0.221671343681648,0.140467327937999,0.00445729630848849,0.968913664278739,0.625,1.70740796924102,173.103078494253,8.53331542015076,"structural","kmeans",42,TRUE,242,"baseline",17,992936995
"gscamm_boot",0.158839694521907,0.221671343681648,0.140467327937999,0.00445729630848849,0.942924523073327,1,6.51347132606238,173.103078494253,1055.16807293892,"structural","kmeans",42,TRUE,242,"baseline",17,992936995
"lda",0.162719607477118,0.162719607477118,0.162719607477118,0.00558815373225631,1.64943913262097,0.0694444444444444,0.286984755690982,148.2460946824,34.1476881504059,"posterior","random_dirichlet",NA,NA,NA,"baseline",17,992936995
"stm",0.00865450744747212,0.00865450744747212,0.00865450744747212,0.000400930747201307,0.0740889598558463,0.583333333333333,0.135847982865296,145.927146638591,11.0080909729004,"posterior","spectral",NA,NA,NA,"baseline",17,992936995
NA,0.121781388814634,0.121781388814634,0.121781388814634,0.0074852968136455,1.53494240002553,0.0277777777777778,0.160005715706292,153.719776173296,24.5852200984955,"posterior","random",NA,NA,NA,"baseline",17,992936995
"gscamm",0.139036363417657,0.242191012832454,0.132908117706595,0.00445825972274029,0.752027021732158,0.791666666666667,1.81123602666964,213.03569713904,8.90374541282654,"structural","kmeans",41,TRUE,273,"baseline",18,369847555
"gscamm_boot",0.139036363417657,0.242191012832454,0.132908117706595,0.00445825972274029,0.849513911066434,0.986111111111111,7.34188441376887,213.03569713904,958.035326242447,"structural","kmeans",41,TRUE,273,"baseline",18,369847555
"lda",0.0890135578195828,0.0890135578195828,0.0890135578195828,0.00400747644021963,0.906819393822876,0,0.202198106641035,183.689219291701,46.0527765750885,"posterior","random_dirichlet",NA,NA,NA,"baseline",18,369847555
"stm",0.145264863907901,0.145264863907901,0.145264863907901,0.00433187539386938,1.46555141903093,0.194444444444444,0.132158789713729,182.459849629672,10.030237197876,"posterior","spectral",NA,NA,NA,"baseline",18,369847555
NA,0.117698808756556,0.117698808756556,0.117698808756556,0.00634136962504715,0.839405213768319,0.111111111111111,0.154147287101645,195.745536099596,32.0367345809937,"posterior","random",NA,NA,NA,"baseline",18,369847555
"gscamm",0.135265517482048,0.196837779665396,0.0854222435456771,0.0039544276189767,0.920961922877407,0.638888888888889,1.6455339898269,193.088703123146,8.5553834438324,"structural","kmeans",47,TRUE,243,"baseline",19,904034858
"gscamm_boot",0.135265517482048,0.196837779665396,0.0854222435456771,0.0039544276189767,0.897633125633476,1,6.04727797941348,193.088703123146,1037.31074380875,"structural","kmeans",47,TRUE,243,"baseline",19,904034858
"lda",0.124610779335104,0.124610779335104,0.124610779335104,0.00388822656685773,1.07534155729977,0.0972222222222222,0.213838348224319,162.744121387345,39.3021242618561,"posterior","random_dirichlet",NA,NA,NA,"baseline",19,904034858
"stm",0.105535637827064,0.105535637827064,0.105535637827064,0.00394825811831317,1.3773211475786,0,0.176018254410509,161.327286796327,10.9246120452881,"posterior","spectral",NA,NA,NA,"baseline",19,904034858
NA,0.123405192643281,0.123405192643281,0.123405192643281,0.00525612890370661,1.34112042667974,0.0138888888888889,0.164793990995501,168.269371836401,25.8339340686798,"posterior","random",NA,NA,NA,"baseline",19,904034858
"gscamm",0.14181041876364,0.201291116132296,0.0771118599303802,0.00388579127420144,0.771266268560258,0.75,1.75499659601257,192.192316164539,12.2421531677246,"structural","kmeans",47,TRUE,292,"baseline",20,1094480484
"gscamm_boot",0.14181041876364,0.201291116132296,0.0771118599303802,0.00388579127420144,0.623574406166823,1,6.52877231885638,192.192316164539,879.648309469223,"structural","kmeans",47,TRUE,292,"baseline",20,1094480484
