"method","rmse_theta","rmse_theta_R","rmse_theta_map","rmse_phi","rmse_B","coverage_B","width_B","perplexity","time","theta_kind","phi_init","iters_converged","converged","polish_n_converged","scenario","replicate","seed"
NA,0.0951304721427707,0.0951304721427707,0.0951304721427707,0.00488459168942728,0.776476555339858,0.0277777777777778,0.132166567849391,172.248011037699,26.5018084049225,"posterior","random",NA,NA,NA,"baseline",6,25473311
"gscamm",0.149500676028967,0.205095572649034,0.149500676028967,0.00336623786949081,0.781289619836539,0.819444444444444,1.89061216631336,189.844603887474,1.90493559837341,"structural","kmeans",37,TRUE,NA,"baseline",7,992729402
"gscamm_boot",0.149500676028967,0.205095572649034,0.149500676028967,0.00336623786949081,0.772700151848839,1,25.7261326013129,189.844603887474,1026.20817232132,"structural","kmeans",37,TRUE,NA,"baseline",7,992729402
"lda",0.148526262804769,0.148526262804769,0.148526262804769,0.00374597173013725,1.3813692860792,0.152777777777778,0.252720418430146,163.94197517554,41.369136095047,"posterior","random_dirichlet",NA,NA,NA,"baseline",7,992729402
"stm",0.0375063256811901,0.0375063256811901,0.0375063256811901,0.00307461433403166,0.873625620924324,0.0277777777777778,0.175495508262812,163.732897273315,8.81923818588257,"posterior","spectral",NA,NA,NA,"baseline",7,992729402
NA,0.143321941017061,0.143321941017061,0.143321941017061,0.00587731770996967,1.40544798383679,0.0138888888888889,0.135559195731673,166.941500302987,25.2340507507324,"posterior","random",NA,NA,NA,"baseline",7,992729402
"gscamm",0.168627737719909,0.214160874627463,0.168627737719909,0.0040638622066204,1.02607471748353,0.555555555555556,1.74117503605399,162.878596523489,2.74331188201904,"structural","kmeans",40,TRUE,NA,"baseline",8,660691800
"gscamm_boot",0.168627737719909,0.214160874627463,0.168627737719909,0.0040638622066204,1.04664548758211,1,22.1304507380137,162.878596523489,978.950498104095,"structural","kmeans",40,TRUE,NA,"baseline",8,660691800
"lda",0.10368572383453,0.10368572383453,0.10368572383453,0.00371121094278946,1.3444897331225,0.111111111111111,0.299450120406594,136.58846628139,58.9341592788696,"posterior","random_dirichlet",NA,NA,NA,"baseline",8,660691800
"stm",0.00824771329159711,0.00824771329159711,0.00824771329159711,0.000723122889241292,0.129748355002593,0.472222222222222,0.162515981119891,136.644705672398,7.74296617507935,"posterior","spectral",NA,NA,NA,"baseline",8,660691800
NA,0.110159206861321,0.110159206861321,0.110159206861321,0.0057801682448053,1.81115246267773,0.0694444444444444,0.19191960039497,139.982608082632,26.1962902545929,"posterior","random",NA,NA,NA,"baseline",8,660691800
"gscamm",0.146222874113368,0.21189464377826,0.146222874113368,0.00425965996085142,0.813762051556035,0.805555555555556,1.8308812011805,185.0001774488,2.53434133529663,"structural","kmeans",45,TRUE,NA,"baseline",9,194117711
"gscamm_boot",0.146222874113368,0.21189464377826,0.146222874113368,0.00425965996085142,0.840290610435503,1,24.8653060951652,185.0001774488,991.890781402588,"structural","kmeans",45,TRUE,NA,"baseline",9,194117711
"lda",0.112214923061026,0.112214923061026,0.112214923061026,0.00522686539972976,0.917180753415445,0.277777777777778,0.279109729313643,166.528077780287,37.5531053543091,"posterior","random_dirichlet",NA,NA,NA,"baseline",9,194117711
"stm",0.0323019339521473,0.0323019339521473,0.0323019339521473,0.00355418256203781,0.528797353476992,0.0416666666666667,0.16917322782648,159.026118636028,6.15038585662842,"posterior","spectral",NA,NA,NA,"baseline",9,194117711
NA,0.0984042146549562,0.0984042146549562,0.0984042146549562,0.00623484694445756,0.606719104697147,0.166666666666667,0.183334851937666,162.616077002963,29.0984137058258,"posterior","random",NA,NA,NA,"baseline",9,194117711
"gscamm",0.123307143498112,0.222226915428233,0.123307143498112,0.00402778884829501,0.597345396862422,0.875,1.89575136291242,221.109600577762,3.42221546173096,"structural","kmeans",78,TRUE,NA,"baseline",10,1364984942
"gscamm_boot",0.123307143498112,0.222226915428233,0.123307143498112,0.00402778884829501,0.908800905569063,1,26.4095092999235,221.109600577762,1016.35531711578,"structural","kmeans",78,TRUE,NA,"baseline",10,1364984942
"lda",0.0741654285951883,0.0741654285951883,0.0741654285951883,0.00320964273755211,0.77870975205333,0.194444444444444,0.213800909864741,191.974189231266,76.022392988205,"posterior","random_dirichlet",NA,NA,NA,"baseline",10,1364984942
"stm",0.012197794620182,0.012197794620182,0.012197794620182,0.000845055801885918,0.0881361219466747,0.5,0.106701384481118,191.174121671781,7.33790755271912,"posterior","spectral",NA,NA,NA,"baseline",10,1364984942
NA,0.105377794103884,0.105377794103884,0.105377794103884,0.00645386609489212,0.855182422990196,0.0138888888888889,0.112383648547686,199.248078229505,30.8376181125641,"posterior","random",NA,NA,NA,"baseline",10,1364984942
"gscamm",0.135674017447254,0.201596173405913,0.135674017447254,0.00377310679379324,0.757080304414379,0.763888888888889,1.85328726307366,192.970943882361,2.52024960517883,"structural","kmeans",39,TRUE,NA,"baseline",11,1466980332
"gscamm_boot",0.135674017447254,0.201596173405913,0.135674017447254,0.00377310679379324,0.766057881361284,1,25.0380677029957,192.970943882361,1063.21102595329,"structural","kmeans",39,TRUE,NA,"baseline",11,1466980332
"lda",0.114565330080675,0.114565330080675,0.114565330080675,0.00426281876516711,1.02372702416021,0.0138888888888889,0.213510345878463,163.16273106054,52.1327548027039,"posterior","random_dirichlet",NA,NA,NA,"baseline",11,1466980332
"stm",0.117985661092667,0.117985661092667,0.117985661092667,0.00343769550422392,1.12230847384481,0.111111111111111,0.166697382266281,162.205413064507,6.95942068099976,"posterior","spectral",NA,NA,NA,"baseline",11,1466980332
NA,0.152886805399846,0.152886805399846,0.152886805399846,0.00458178787692358,1.55636485000378,0,0.166887448473238,166.045124289653,24.8590240478516,"posterior","random",NA,NA,NA,"baseline",11,1466980332
"gscamm",0.160718149646539,0.238763334499182,0.160718149646539,0.00458400345634396,0.957089504610618,0.694444444444444,1.76308435812949,184.150480066274,2.65106391906738,"structural","kmeans",42,TRUE,NA,"baseline",12,998838198
"gscamm_boot",0.160718149646539,0.238763334499182,0.160718149646539,0.00458400345634396,1.11079495124074,1,22.9665603492025,184.150480066274,919.811304092407,"structural","kmeans",42,TRUE,NA,"baseline",12,998838198
"lda",0.109652219740355,0.109652219740355,0.109652219740355,0.00491035427298949,1.08880325274417,0.0138888888888889,0.230947917518906,158.212770558932,52.2279834747314,"posterior","random_dirichlet",NA,NA,NA,"baseline",12,998838198
"stm",0.051213941255264,0.051213941255264,0.051213941255264,0.00379674803883491,0.837838681148438,0,0.153716054776848,154.622855928491,10.0783751010895,"posterior","spectral",NA,NA,NA,"baseline",12,998838198
NA,0.122839046302476,0.122839046302476,0.122839046302476,0.00717843259263079,1.06715062870216,0.0833333333333333,0.183678455876255,165.014273390976,30.4540367126465,"posterior","random",NA,NA,NA,"baseline",12,998838198
"gscamm",0.142583135001146,0.217983398470498,0.142583135001146,0.00411592036068252,0.837477014692067,0.694444444444444,1.69499978071205,196.95428439046,2.75956344604492,"structural","kmeans",37,TRUE,NA,"baseline",13,1771122558
"gscamm_boot",0.142583135001146,0.217983398470498,0.142583135001146,0.00411592036068252,0.865471365195497,1,20.9293757347608,196.95428439046,1014.2560968399,"structural","kmeans",37,TRUE,NA,"baseline",13,1771122558
"lda",0.070075346447117,0.070075346447117,0.070075346447117,0.00346540415031964,0.842310958370164,0.0555555555555556,0.234393233964243,165.828571610146,39.2871809005737,"posterior","random_dirichlet",NA,NA,NA,"baseline",13,1771122558
"stm",0.00971113042241084,0.00971113042241084,0.00971113042241084,0.000429225703459313,0.0710407207989094,0.597222222222222,0.115747491053958,164.163676536867,6.57546758651733,"posterior","spectral",NA,NA,NA,"baseline",13,1771122558
NA,0.0915226793209022,0.0915226793209022,0.0915226793209022,0.00575997719880997,0.784362768695998,0.0694444444444444,0.175472863417415,169.781065955093,26.0619626045227,"posterior","random",NA,NA,NA,"baseline",13,1771122558
"gscamm",0.138465499265513,0.229041324980033,0.138465499265513,0.00450316889600257,0.819474233238835,0.791666666666667,1.7567272174515,196.836277943118,2.05869460105896,"structural","kmeans",40,TRUE,NA,"baseline",14,1763779549
"gscamm_boot",0.138465499265513,0.229041324980033,0.138465499265513,0.00450316889600257,0.910572934342181,1,23.2719151780368,196.836277943118,923.061248540878,"structural","kmeans",40,TRUE,NA,"baseline",14,1763779549
"lda",0.115566116235535,0.115566116235535,0.115566116235535,0.00439802065561335,1.07391430376264,0.0833333333333333,0.211590594106837,171.04573980307,67.8051772117615,"posterior","random_dirichlet",NA,NA,NA,"baseline",14,1763779549
"stm",0.0108853195586966,0.0108853195586966,0.0108853195586966,0.000693686694613705,0.103169357867228,0.486111111111111,0.117740282974901,169.838726039405,13.3133611679077,"posterior","spectral",NA,NA,NA,"baseline",14,1763779549
NA,0.12514125417756,0.12514125417756,0.12514125417756,0.00758532999232839,0.847885585523705,0.0416666666666667,0.137168901300725,176.831064910094,38.9945600032806,"posterior","random",NA,NA,NA,"baseline",14,1763779549
"gscamm",0.151897687197733,0.209443592016969,0.151897687197733,0.00412144875097847,0.90664071803834,0.694444444444444,1.697271935063,179.685000439609,1.90172553062439,"structural","kmeans",40,TRUE,NA,"baseline",15,23370252
"gscamm_boot",0.151897687197733,0.209443592016969,0.151897687197733,0.00412144875097847,0.909958920498414,1,21.4402939507429,179.685000439609,934.280275344849,"structural","kmeans",40,TRUE,NA,"baseline",15,23370252
"lda",0.122380021488808,0.122380021488808,0.122380021488808,0.00347843763245117,1.08638287770179,0,0.241227834846087,151.203233047559,56.9979009628296,"posterior","random_dirichlet",NA,NA,NA,"baseline",15,23370252
"stm",0.0347452388416676,0.0347452388416676,0.0347452388416676,0.00345929488440948,0.683414763453295,0.0972222222222222,0.164585274366092,150.890266716207,9.96192669868469,"posterior","spectral",NA,NA,NA,"baseline",15,23370252
NA,0.11735693962391,0.11735693962391,0.11735693962391,0.00441810532561231,1.45523100467597,0.0416666666666667,0.160638533672131,152.677620231244,31.1807181835175,"posterior","random",NA,NA,NA,"baseline",15,23370252
"gscamm",0.13813717181892,0.196837541726,0.13813717181892,0.00373161336780974,0.791444322816909,0.736111111111111,1.75555578691323,191.844241682981,2.37110900878906,"structural","kmeans",39,TRUE,NA,"baseline",16,1765223653
"gscamm_boot",0.13813717181892,0.196837541726,0.13813717181892,0.00373161336780974,0.76009442656807,1,21.8258057263412,191.844241682981,1064.6961774826,"structural","kmeans",39,TRUE,NA,"baseline",16,1765223653
"lda",0.11303581520229,0.11303581520229,0.11303581520229,0.00450858927370405,1.15559208784616,0.0416666666666667,0.257171408736644,163.566959181544,68.3486225605011,"posterior","random_dirichlet",NA,NA,NA,"baseline",16,1765223653
"stm",0.0100389201240323,0.0100389201240323,0.0100389201240323,0.000589666843354113,0.0596327962063499,0.75,0.128554899222986,162.25235295403,6.27908301353455,"posterior","spectral",NA,NA,NA,"baseline",16,1765223653
NA,0.0628698977898905,0.0628698977898905,0.0628698977898905,0.00616585674899944,1.23158237308435,0.0277777777777778,0.141056977652975,165.58698279211,24.4130804538727,"posterior","random",NA,NA,NA,"baseline",16,1765223653
"gscamm",0.158839694521907,0.221671343681648,0.158839694521907,0.00445729630848849,0.968913664278739,0.625,1.70740796924102,173.103078494253,2.09798073768616,"structural","kmeans",42,TRUE,NA,"baseline",17,992936995
"gscamm_boot",0.158839694521907,0.221671343681648,0.158839694521907,0.00445729630848849,1.04353508106453,1,22.038418531879,173.103078494253,975.391730070114,"structural","kmeans",42,TRUE,NA,"baseline",17,992936995
"lda",0.162719607477118,0.162719607477118,0.162719607477118,0.00558815373225631,1.64943913262097,0.0694444444444444,0.286984755690982,148.2460946824,48.7562127113342,"posterior","random_dirichlet",NA,NA,NA,"baseline",17,992936995
"stm",0.00865450744747212,0.00865450744747212,0.00865450744747212,0.000400930747201307,0.0740889598558463,0.583333333333333,0.135847982865296,145.927146638591,16.2772045135498,"posterior","spectral",NA,NA,NA,"baseline",17,992936995
NA,0.121781388814634,0.121781388814634,0.121781388814634,0.0074852968136455,1.53494240002553,0.0277777777777778,0.160005715706292,153.719776173296,28.1834001541138,"posterior","random",NA,NA,NA,"baseline",17,992936995
"gscamm",0.139036363417657,0.242191012832454,0.139036363417657,0.00445825972274029,0.752027021732158,0.791666666666667,1.81123602666964,213.03569713904,2.10404300689697,"structural","kmeans",41,TRUE,NA,"baseline",18,369847555
"gscamm_boot",0.139036363417657,0.242191012832454,0.139036363417657,0.00445825972274029,0.995529223077172,1,23.6798131704778,213.03569713904,934.636524677277,"structural","kmeans",41,TRUE,NA,"baseline",18,369847555
"lda",0.0890135578195828,0.0890135578195828,0.0890135578195828,0.00400747644021963,0.906819393822876,0,0.202198106641035,183.689219291701,46.8232970237732,"posterior","random_dirichlet",NA,NA,NA,"baseline",18,369847555
"stm",0.145264863907901,0.145264863907901,0.145264863907901,0.00433187539386938,1.46555141903093,0.194444444444444,0.132158789713729,182.459849629672,10.1700534820557,"posterior","spectral",NA,NA,NA,"baseline",18,369847555
NA,0.117698808756556,0.117698808756556,0.117698808756556,0.00634136962504715,0.839405213768319,0.111111111111111,0.154147287101645,195.745536099596,32.4970002174377,"posterior","random",NA,NA,NA,"baseline",18,369847555
"gscamm",0.135265517482048,0.196837779665396,0.135265517482048,0.0039544276189767,0.920961922877407,0.638888888888889,1.6455339898269,193.088703123146,2.74344635009766,"structural","kmeans",47,TRUE,NA,"baseline",19,904034858
"gscamm_boot",0.135265517482048,0.196837779665396,0.135265517482048,0.0039544276189767,0.957964780640433,1,20.4197776983907,193.088703123146,1039.0191617012,"structural","kmeans",47,TRUE,NA,"baseline",19,904034858
"lda",0.124610779335104,0.124610779335104,0.124610779335104,0.00388822656685773,1.07534155729977,0.0972222222222222,0.213838348224319,162.744121387345,39.0068900585175,"posterior","random_dirichlet",NA,NA,NA,"baseline",19,904034858
"stm",0.105535637827064,0.105535637827064,0.105535637827064,0.00394825811831317,1.3773211475786,0,0.176018254410509,161.327286796327,10.6309630870819,"posterior","spectral",NA,NA,NA,"baseline",19,904034858
NA,0.123405192643281,0.123405192643281,0.123405192643281,0.00525612890370661,1.34112042667974,0.0138888888888889,0.164793990995501,168.269371836401,25.8118531703949,"posterior","random",NA,NA,NA,"baseline",19,904034858
"gscamm",0.14181041876364,0.201291116132296,0.14181041876364,0.00388579127420144,0.771266268560258,0.75,1.75499659601257,192.192316164539,2.29139852523804,"structural","kmeans",47,TRUE,NA,"baseline",20,1094480484
"gscamm_boot",0.14181041876364,0.201291116132296,0.14181041876364,0.00388579127420144,0.681615738351659,1,21.8267099614024,192.192316164539,1027.41885256767,"structural","kmeans",47,TRUE,NA,"baseline",20,1094480484
"lda",0.159715586839322,0.159715586839322,0.159715586839322,0.00431304056702493,1.50176620911871,0.0138888888888889,0.247354291949485,167.927055863128,37.9977579116821,"posterior","random_dirichlet",NA,NA,NA,"baseline",20,1094480484
"stm",0.0104540164140476,0.0104540164140476,0.0104540164140476,0.000673707674308879,0.10219437368166,0.458333333333333,0.126725630933447,164.431703755239,6.16968989372253,"posterior","spectral",NA,NA,NA,"baseline",20,1094480484
NA,0.150567029971012,0.150567029971012,0.150567029971012,0.00635014351696496,1.38390512145068,0,0.164449733609068,173.095824581121,26.1581566333771,"posterior","random",NA,NA,NA,"baseline",20,1094480484
"gscamm",0.145970956248681,0.208457326421192,0.145970956248681,0.00380009797205123,0.883815278348778,0.680555555555556,1.72231883259107,189.919531031464,1.96730756759644,"structural","kmeans",38,TRUE,NA,"baseline",21,1594351602
"gscamm_boot",0.145970956248681,0.208457326421192,0.145970956248681,0.00380009797205123,0.970116692123395,1,22.8816351343874,189.919531031464,957.339675426483,"structural","kmeans",38,TRUE,NA,"baseline",21,1594351602
"lda",0.10545287391607,0.10545287391607,0.10545287391607,0.00396494879942798,1.13143983575134,0.0694444444444444,0.236417344278609,160.736766680098,35.5867538452148,"posterior","random_dirichlet",NA,NA,NA,"baseline",21,1594351602
"stm",0.00935978406631374,0.00935978406631374,0.00935978406631374,0.000479740574104133,0.0635868299321741,0.694444444444444,0.127032654775059,159.864143374387,8.13067960739136,"posterior","spectral",NA,NA,NA,"baseline",21,1594351602
NA,0.0961110245551526,0.0961110245551526,0.0961110245551526,0.00675218617539864,1.20763794796018,0.0138888888888889,0.13056160503404,165.56161999562,30.8003454208374,"posterior","random",NA,NA,NA,"baseline",21,1594351602
"gscamm",0.119555188727347,0.198199749780728,0.119555188727347,0.00366710639292889,0.62398945529992,0.833333333333333,1.7399850366107,213.098395015918,2.4190788269043,"structural","kmeans",36,TRUE,NA,"baseline",22,1866559661
"gscamm_boot",0.119555188727347,0.198199749780728,0.119555188727347,0.00366710639292889,0.738018123944352,1,23.2146765255632,213.098395015918,950.728415250778,"structural","kmeans",36,TRUE,NA,"baseline",22,1866559661
"lda",0.082372208462005,0.082372208462005,0.082372208462005,0.00377109372110469,0.672154993523655,0.166666666666667,0.197241994441691,184.162304140069,63.2140347957611,"posterior","random_dirichlet",NA,NA,NA,"baseline",22,1866559661
"stm",0.0110968231233868,0.0110968231233868,0.0110968231233868,0.000625620648297214,0.0963592280335738,0.361111111111111,0.116179634719287,183.218288930663,8.79547166824341,"posterior","spectral",NA,NA,NA,"baseline",22,1866559661
NA,0.136014049187894,0.136014049187894,0.136014049187894,0.00607789575107724,1.05951488213667,0.0555555555555556,0.132301457823124,193.548722242844,32.8061184883118,"posterior","random",NA,NA,NA,"baseline",22,1866559661
"gscamm",0.152988766049544,0.195897120370792,0.152988766049544,0.00357704515117438,0.887690807235164,0.666666666666667,1.8012505973265,181.787076095645,2.65762162208557,"structural","kmeans",42,TRUE,NA,"baseline",23,351996125
"gscamm_boot",0.152988766049544,0.195897120370792,0.152988766049544,0.00357704515117438,0.888091548237801,1,24.7113760447551,181.787076095645,927.797272205353,"structural","kmeans",42,TRUE,NA,"baseline",23,351996125
"lda",0.134033750212294,0.134033750212294,0.134033750212294,0.00460549326101825,1.25835413478975,0.125,0.254750947707607,158.890921784323,55.7311089038849,"posterior","random_dirichlet",NA,NA,NA,"baseline",23,351996125
"stm",0.00861958896352761,0.00861958896352761,0.00861958896352761,0.00075744866020653,0.0696686190729344,0.625,0.128897163871964,153.979531394647,11.2159743309021,"posterior","spectral",NA,NA,NA,"baseline",23,351996125
NA,0.100071173674567,0.100071173674567,0.100071173674567,0.00540425559497279,1.08187575217439,0.0277777777777778,0.161398867336791,157.4453082884,44.0127532482147,"posterior","random",NA,NA,NA,"baseline",23,351996125
"gscamm",0.148896902306305,0.255361710786788,0.148896902306305,0.00502800727779212,0.695339865715013,0.833333333333333,1.81916380122134,203.342652839307,2.03669857978821,"structural","kmeans",43,TRUE,NA,"baseline",24,1841056617
"gscamm_boot",0.148896902306305,0.255361710786788,0.148896902306305,0.00502800727779212,0.890339756698644,1,24.0882921788382,203.342652839307,1044.26759839058,"structural","kmeans",43,TRUE,NA,"baseline",24,1841056617
"lda",0.106152629159056,0.106152629159056,0.106152629159056,0.00313610420900542,0.939153682292385,0.0277777777777778,0.220250562640398,175.026644662445,57.2455117702484,"posterior","random_dirichlet",NA,NA,NA,"baseline",24,1841056617
"stm",0.0106876592762664,0.0106876592762664,0.0106876592762664,0.000631068050895745,0.0775423085054147,0.430555555555556,0.0989683106439904,174.911735639409,7.49772930145264,"posterior","spectral",NA,NA,NA,"baseline",24,1841056617
NA,0.138845595779022,0.138845595779022,0.138845595779022,0.00624551173430245,1.01410389261375,0.0138888888888889,0.115969100456743,182.807601383232,27.8199374675751,"posterior","random",NA,NA,NA,"baseline",24,1841056617
"gscamm",0.116786984944962,0.19897877461442,0.116786984944962,0.00376930748821098,0.609181477191191,0.833333333333333,1.79289509381054,207.217299104686,4.20243954658508,"structural","kmeans",76,TRUE,NA,"baseline",25,82525317
"gscamm_boot",0.116786984944962,0.19897877461442,0.116786984944962,0.00376930748821098,0.626774745353648,1,24.2056733588198,207.217299104686,1037.0009624958,"structural","kmeans",76,TRUE,NA,"baseline",25,82525317
"lda",0.0847381218804579,0.0847381218804579,0.0847381218804579,0.0037744451721941,1.02194148708359,0.194444444444444,0.228442651984432,181.073119936918,64.7432737350464,"posterior","random_dirichlet",NA,NA,NA,"baseline",25,82525317
"stm",0.0145043398542125,0.0145043398542125,0.0145043398542125,0.000910414283366711,0.114487744167293,0.333333333333333,0.105561380117423,180.479968199927,7.58182907104492,"posterior","spectral",NA,NA,NA,"baseline",25,82525317
NA,0.130832802233213,0.130832802233213,0.130832802233213,0.00534015785813046,1.19642137608679,0.0277777777777778,0.129621785175393,187.630551521947,27.7080569267273,"posterior","random",NA,NA,NA,"baseline",25,82525317
"gscamm",0.158487423780528,0.2082649678222,0.158487423780528,0.00400905430470095,0.905945571329259,0.638888888888889,1.59670695806614,188.096608915476,2.3373646736145,"structural","kmeans",50,TRUE,NA,"baseline",26,2026414573
"gscamm_boot",0.158487423780528,0.2082649678222,0.158487423780528,0.00400905430470095,0.800198984538368,1,19.3829191081753,188.096608915476,884.298566818237,"structural","kmeans",50,TRUE,NA,"baseline",26,2026414573
"lda",0.090767194988653,0.090767194988653,0.090767194988653,0.00312178724781677,1.01932916922641,0.125,0.242123349756294,159.482765362472,48.5419900417328,"posterior","random_dirichlet",NA,NA,NA,"baseline",26,2026414573
"stm",0.0690010938553385,0.0690010938553385,0.0690010938553385,0.0032508982619179,1.15085894684251,0.0555555555555556,0.196937244389017,159.419169420459,10.6483511924744,"posterior","spectral",NA,NA,NA,"baseline",26,2026414573
